wavelength,time,absorbance
350.0,0.0,0.002187491118182885
350.0,10.344827586206897,0.0019725103149833122
350.0,20.689655172413794,0.0017786572527652548
350.0,31.03448275862069,0.0016038555533947655
350.0,41.37931034482759,0.0014462328996528292
350.0,51.724137931034484,0.0013041009806719272
350.0,62.06896551724138,0.0011759374082817044
350.0,72.41379310344828,0.0010603694105680381
350.0,82.75862068965517,0.0009561591279857088
350.0,93.10344827586206,0.0008621903545299687
350.0,103.44827586206897,0.0007774565819504722
350.0,113.79310344827587,0.0007010502189480266
350.0,124.13793103448276,0.0006321528698799868
350.0,134.48275862068965,0.0005700265688486001
350.0,144.82758620689657,0.0005140058752798121
350.0,155.17241379310346,0.00046349074632754224
350.0,165.51724137931035,0.0004179401097590907
350.0,175.86206896551724,0.00037686606848025647
350.0,186.20689655172413,0.0003398286746242979
350.0,196.55172413793105,0.00030643121722951543
350.0,206.89655172413794,0.000276315973031337
350.0,217.24137931034483,0.0002491603748552433
350.0,227.58620689655174,0.00022467355656983595
350.0,237.93103448275863,0.00020259323759271917
350.0,248.27586206896552,0.00018268291357884887
350.0,258.62068965517244,0.00016472932320055157
350.0,268.9655172413793,0.00014854016388565836
350.0,279.3103448275862,0.00013394203204681392
350.0,289.65517241379314,0.00012077856573956482
350.0,300.0,0.00010890876985506645
353.5353535353535,0.0,0.0027947154134069785
353.5353535353535,10.344827586206897,0.002520058223124285
353.5353535353535,20.689655172413794,0.0022723936102654304
353.5353535353535,31.03448275862069,0.0020490688161852394
353.5353535353535,41.37931034482759,0.0018476917882955786
353.5353535353535,51.724137931034484,0.0016661055585681628
353.5353535353535,62.06896551724138,0.0015023651400498962
353.5353535353535,72.41379310344828,0.001354716693927171
353.5353535353535,82.75862068965517,0.001221578743995626
353.5353535353535,93.10344827586206,0.0011015252373217995
353.5353535353535,103.44827586206897,0.000993270269657861
353.5353535353535,113.79310344827587,0.000895654312001913
353.5353535353535,124.13793103448276,0.0008076317907752764
353.5353535353535,134.48275862068965,0.000728259888586889
353.5353535353535,144.82758620689657,0.0006566884456287595
353.5353535353535,155.17241379310346,0.0005921508535353928
353.5353535353535,165.51724137931035,0.0005339558441704642
353.5353535353535,175.86206896551724,0.00048148008538968025
353.5353535353535,186.20689655172413,0.00043416150447235264
353.5353535353535,196.55172413793105,0.0003914932677083403
353.5353535353535,206.89655172413794,0.0003530183516551598
353.5353535353535,217.24137931034483,0.0003183246479174926
353.5353535353535,227.58620689655174,0.0002870405490159297
353.5353535353535,237.93103448275863,0.0002588309680647846
353.5353535353535,248.27586206896552,0.0002333937496253732
